soil_moisture,Moisture_Trend,Precipitation,weather_humidity,MaxT,MinT,Water_Sensitivity,Irrigation_Decision,Alert_Status,ID
52.01,3.36,4.72,48.7,38.0,13.5,2,1,0,1275
42.62,3.21,2.27,88.8,28.4,17.5,1,0,1,1276
46.05,3.43,1.66,37.1,27.3,17.0,2,1,0,1277
64.67,-0.15,3.33,18.5,33.5,25.1,0,0,0,1278
43.56,-1.66,9.4,78.3,20.6,30.4,2,1,1,1279
52.47,2.92,3.43,64.5,22.0,29.0,1,0,1,1280
55.45,-0.49,9.88,61.3,30.4,16.6,0,0,1,1281
57.56,-3.17,4.85,14.8,43.6,16.1,2,0,0,1282
53.99,3.55,1.79,22.6,38.0,34.1,2,0,1,1283
40.24,3.83,8.91,66.0,22.2,10.2,2,1,0,1284
48.16,-0.34,4.6,28.7,41.2,32.0,1,0,0,1285
52.94,-4.24,7.1,55.4,38.3,15.0,1,0,0,1286
42.2,-1.12,9.84,59.0,35.3,33.7,2,0,1,1287
48.77,3.04,0.5,35.5,40.5,18.6,2,0,0,1288
40.83,4.02,0.97,95.4,30.1,21.0,0,1,1,1289
41.96,-2.97,7.2,85.8,25.5,27.7,1,0,1,1290
49.92,-4.33,2.82,75.0,32.8,24.7,1,1,0,1291
43.32,3.77,1.84,17.0,33.7,17.9,0,0,0,1292
54.19,-1.11,0.39,19.6,33.5,23.8,2,0,0,1293
57.24,0.42,0.22,54.4,34.1,28.3,2,0,0,1294
60.01,4.68,7.74,24.5,43.7,11.1,0,0,1,1295
45.0,-4.33,1.34,98.0,42.6,10.3,2,0,1,1296
44.19,1.48,4.68,24.3,41.9,21.5,2,0,1,1297
42.61,-4.26,6.06,53.9,40.0,13.3,0,1,1,1298
55.91,-1.25,4.28,42.8,43.6,26.6,0,1,1,1299
57.66,3.04,0.27,67.5,22.5,15.4,0,0,1,1300
40.79,-0.67,7.84,21.6,26.6,20.8,2,0,1,1301
63.41,4.97,0.11,48.7,32.4,14.9,0,0,1,1302
41.3,0.59,7.62,34.7,41.2,23.7,2,1,1,1303
53.53,-1.79,8.93,89.9,32.6,12.9,1,0,0,1304
57.73,-2.8,4.33,13.7,38.7,10.6,1,1,0,1305
61.77,-1.49,5.36,92.2,23.5,11.3,0,1,1,1306
57.85,-1.27,4.77,85.0,26.3,33.9,2,1,1,1307
60.04,-4.31,3.89,36.8,38.3,13.6,2,1,0,1308
48.49,-1.3,8.87,81.0,24.1,27.7,2,1,0,1309
60.37,-0.36,8.94,12.8,28.8,11.7,0,0,0,1310
42.0,2.23,3.36,97.0,26.6,12.7,2,1,1,1311
62.37,1.57,6.15,57.4,28.7,22.7,2,1,0,1312
53.69,2.09,9.27,37.3,37.7,21.6,2,0,0,1313
60.43,-4.92,9.62,42.6,29.2,33.8,1,0,0,1314
51.31,-2.82,5.09,16.0,33.9,33.6,2,1,0,1315
56.09,1.62,4.53,99.0,22.5,29.5,1,0,0,1316
53.16,-0.16,2.79,13.5,40.1,25.1,2,0,1,1317
58.29,-4.95,9.59,68.9,29.2,21.4,2,0,0,1318
42.04,3.04,1.43,49.8,36.2,18.9,2,1,1,1319
41.51,2.73,5.8,95.4,38.1,33.7,1,1,0,1320
46.18,0.48,2.83,32.1,25.2,25.1,2,0,0,1321
43.99,-4.34,2.79,57.9,42.1,24.5,0,0,0,1322
61.79,2.67,4.05,53.4,35.4,15.8,2,1,0,1323
45.48,0.84,9.99,73.3,30.7,11.2,1,1,0,1324
64.4,2.82,0.55,16.1,24.6,33.6,1,0,1,1325
48.42,2.52,5.79,27.4,43.6,17.8,0,1,1,1326
44.55,3.03,0.83,29.3,38.9,21.1,0,1,1,1327
59.74,0.18,1.55,76.4,25.2,12.9,0,0,1,1328
56.47,-3.6,4.4,27.0,28.4,30.9,1,0,1,1329
52.45,1.71,5.1,61.6,40.2,10.7,2,1,1,1330
53.88,1.2,2.59,29.4,37.4,30.8,2,1,1,1331
57.98,2.42,3.16,87.5,39.1,13.5,0,1,0,1332
45.71,-3.3,0.87,94.8,31.0,32.2,0,0,1,1333
64.91,-3.05,3.03,56.7,37.9,28.2,2,0,0,1334
64.37,3.9,9.67,41.7,29.7,14.1,0,0,0,1335
56.26,2.5,9.45,31.1,25.3,24.1,2,0,1,1336
44.99,4.08,3.35,14.5,35.8,17.8,2,1,0,1337
57.01,2.59,5.71,34.2,44.4,14.5,2,0,0,1338
41.8,0.97,9.1,68.9,27.8,31.5,2,0,1,1339
40.77,1.54,0.06,58.0,31.5,20.1,1,1,0,1340
46.44,3.89,8.11,95.0,36.9,20.0,2,0,1,1341
51.57,0.79,9.48,45.7,33.5,14.2,0,1,0,1342
61.71,1.32,0.91,72.4,41.1,19.6,0,0,1,1343
58.18,-3.44,1.61,54.0,39.0,31.8,0,1,0,1344
58.57,-0.26,9.61,56.1,21.5,19.1,0,1,1,1345
50.64,2.16,5.38,34.1,45.0,33.8,1,1,0,1346
48.65,-2.29,0.14,50.9,38.8,33.7,2,0,1,1347
49.28,-2.98,2.58,52.4,41.6,13.6,2,1,0,1348
64.69,-1.86,4.5,73.6,36.3,14.4,0,0,0,1349
41.0,-2.58,6.93,94.7,41.4,31.6,0,0,1,1350
61.68,-2.85,7.33,39.6,22.8,19.8,0,0,0,1351
54.47,-0.75,9.95,13.8,28.7,10.1,2,0,1,1352
50.97,4.08,2.88,54.7,41.9,16.8,1,0,0,1353
58.13,0.07,5.38,59.0,25.0,24.9,1,0,0,1354
52.17,-3.12,5.33,25.2,22.0,30.0,1,1,1,1355
61.84,-4.23,4.06,78.4,39.7,13.3,1,1,0,1356
62.52,1.96,1.69,98.6,40.9,12.8,0,0,1,1357
50.54,-1.17,9.77,95.1,24.1,33.1,2,0,0,1358
46.92,3.22,8.53,27.7,41.4,28.8,0,0,0,1359
54.81,1.6,4.98,88.8,37.2,24.7,1,0,0,1360
62.81,2.96,6.03,73.4,33.0,29.2,0,0,0,1361
45.27,-2.28,2.27,50.8,40.8,20.7,1,1,1,1362
55.57,1.92,5.44,58.7,30.5,29.0,2,1,1,1363
55.79,-2.36,6.95,86.5,24.8,19.3,1,0,0,1364
58.33,4.39,5.15,53.2,27.1,16.1,0,0,0,1365
43.29,1.36,9.9,43.6,32.6,28.2,2,1,1,1366
57.9,-1.75,6.11,54.4,33.3,20.5,1,0,0,1367
62.73,-2.3,3.71,62.1,40.1,34.5,1,0,1,1368
44.49,-3.09,7.72,27.0,39.8,18.7,2,0,0,1369
45.94,1.95,1.7,91.1,34.5,33.0,0,1,0,1370
64.28,-2.81,3.85,70.7,39.5,33.3,2,1,1,1371
44.52,0.95,3.47,67.0,24.8,16.0,0,0,0,1372
61.36,-2.35,4.32,19.0,21.3,30.0,1,1,1,1373
52.31,1.62,7.82,64.4,41.8,20.8,1,1,1,1374
46.18,3.15,4.84,20.9,21.9,32.9,2,0,1,1375
61.77,2.78,7.94,17.1,26.2,21.3,1,1,1,1376
51.13,2.61,5.76,57.5,37.4,28.6,2,1,1,1377
52.87,-3.12,3.42,46.3,30.2,21.7,1,1,1,1378
48.98,-4.12,8.1,63.0,41.9,15.7,1,1,0,1379
54.82,1.99,2.38,18.0,27.4,15.0,0,1,1,1380
44.09,-1.32,2.24,48.8,20.3,20.6,2,1,1,1381
49.78,-0.68,5.05,25.7,27.5,28.9,2,0,0,1382
64.24,-4.69,2.61,98.8,34.5,25.1,1,0,1,1383
46.45,-2.4,0.09,60.5,29.4,27.2,0,0,0,1384
56.42,-4.66,6.48,71.9,33.4,17.1,0,1,1,1385
48.13,3.79,5.11,39.3,41.9,22.0,2,0,1,1386
59.34,-2.57,4.46,18.5,42.8,11.1,2,1,1,1387
43.27,0.57,9.67,97.8,26.6,30.4,1,1,0,1388
64.25,-4.61,5.71,35.8,31.6,34.7,2,0,0,1389
51.34,1.67,8.63,48.1,33.7,20.2,1,1,1,1390
45.9,-1.77,1.39,68.5,43.7,10.3,0,0,1,1391
41.84,3.98,5.69,12.2,45.0,14.2,2,1,0,1392
44.24,3.88,8.68,82.9,25.9,26.3,0,0,0,1393
52.99,-1.75,5.83,58.3,38.2,25.3,0,0,0,1394
48.43,4.01,7.18,35.0,29.5,29.7,1,0,1,1395
60.72,4.96,3.72,15.5,20.2,16.3,0,0,0,1396
50.77,3.25,0.92,24.6,20.2,29.1,1,1,0,1397
46.22,3.45,4.58,90.6,31.5,27.2,1,0,0,1398
55.43,-2.51,3.94,71.7,32.2,18.1,0,1,0,1399
57.67,0.77,8.67,32.5,20.6,23.6,0,0,0,1400
44.18,-4.33,2.44,15.9,37.2,13.7,1,0,0,1401
44.19,-4.05,9.67,72.2,27.4,21.3,1,0,0,1402
40.92,4.99,9.58,61.5,34.0,32.0,0,1,1,1403
58.41,-1.73,2.48,46.4,27.5,20.5,1,0,0,1404
56.6,2.48,3.48,42.7,24.2,31.0,1,0,1,1405
51.87,3.07,8.96,29.5,30.2,24.8,2,1,1,1406
61.1,3.58,9.67,70.3,25.8,14.8,2,0,0,1407
60.14,4.98,4.43,97.4,33.4,24.5,2,1,1,1408
54.63,-2.59,3.21,25.8,25.0,22.6,2,0,1,1409
61.71,-4.6,5.26,63.7,32.7,20.0,2,0,0,1410
45.15,-0.89,6.88,48.2,23.9,13.0,1,0,1,1411
42.8,-3.7,2.73,50.2,36.8,20.4,1,1,0,1412
46.74,-4.78,7.36,32.9,38.8,11.8,2,0,0,1413
41.43,-1.4,0.52,84.3,22.8,12.5,0,0,0,1414
53.28,2.84,0.49,53.7,31.7,20.4,2,0,0,1415
63.42,0.66,3.86,58.9,21.8,17.6,0,1,0,1416
40.98,-1.87,3.53,37.4,35.0,33.1,1,1,0,1417
43.05,1.54,3.16,26.4,26.6,19.4,0,1,0,1418
51.3,-2.68,4.91,17.7,33.2,28.9,1,1,1,1419
63.35,-4.86,3.21,74.3,32.9,23.3,0,1,0,1420
47.9,2.64,1.92,27.7,43.1,27.6,1,1,1,1421
52.68,1.24,3.09,72.1,33.7,16.5,1,0,0,1422
41.04,2.62,9.75,45.1,34.6,33.5,2,0,0,1423
43.71,-4.61,4.11,47.4,30.0,23.3,1,0,0,1424
64.67,3.37,4.45,52.2,43.7,30.8,2,0,1,1425
64.13,1.2,5.77,43.1,39.4,19.1,2,0,1,1426
40.12,0.63,9.83,19.1,27.1,12.5,2,1,1,1427
63.8,1.25,2.42,37.9,41.1,26.8,0,1,1,1428
55.98,3.64,6.81,69.7,30.8,10.2,0,1,1,1429
61.7,0.87,7.16,69.9,40.7,21.9,1,0,1,1430
51.37,0.81,6.07,35.8,40.6,14.8,2,1,0,1431
52.89,4.91,0.89,51.4,24.7,25.7,2,0,0,1432
52.22,2.57,6.77,27.4,37.5,34.5,1,1,1,1433
56.67,-0.58,0.64,28.9,27.3,21.6,2,0,1,1434
43.49,2.07,5.96,12.1,27.4,30.4,1,1,1,1435
40.75,-1.11,7.4,90.7,27.4,22.7,2,0,1,1436
47.7,-2.71,2.11,29.0,38.1,22.4,0,1,1,1437
57.62,0.97,8.42,30.5,25.7,33.3,1,0,0,1438
45.05,4.28,0.3,35.2,20.0,32.2,1,1,0,1439
56.84,4.29,8.44,21.5,37.9,29.6,0,0,0,1440
64.25,-1.58,4.6,67.5,24.3,17.4,1,0,0,1441
42.35,0.28,2.18,16.8,22.6,23.6,0,0,0,1442
56.82,-2.88,1.34,22.1,25.9,15.6,2,0,0,1443
51.09,4.96,9.53,68.0,29.5,21.1,0,1,0,1444
61.7,4.81,0.73,40.6,31.9,22.1,0,1,0,1445
44.43,1.5,1.99,73.7,21.1,30.8,1,1,1,1446
57.32,3.04,3.48,60.2,44.3,32.4,2,0,1,1447
60.95,2.15,6.2,33.0,37.9,20.4,0,1,0,1448
63.62,0.93,5.45,68.6,28.1,10.4,2,0,0,1449
57.08,-4.47,1.26,20.5,28.0,31.5,0,1,0,1450
52.43,-0.45,2.9,58.3,31.2,14.4,1,0,1,1451
55.45,1.75,2.39,49.3,35.7,25.5,0,1,1,1452
61.72,1.78,2.14,34.1,23.7,10.6,0,0,0,1453
54.27,-1.27,4.11,64.4,24.7,20.0,2,0,1,1454
40.76,4.42,7.04,88.4,41.5,34.6,0,1,0,1455
63.27,-3.33,2.17,99.9,26.4,12.5,1,1,0,1456
57.24,0.0,3.67,64.7,29.5,20.6,1,1,0,1457
56.91,1.91,3.91,46.4,41.8,17.7,0,0,0,1458
45.39,1.97,9.76,30.3,36.6,32.6,0,0,0,1459
56.47,1.49,9.55,33.1,28.5,31.7,2,0,1,1460
49.85,-2.25,8.0,53.2,37.1,15.9,2,1,0,1461
56.28,-3.44,2.42,43.1,20.5,12.0,1,0,0,1462
42.66,1.36,0.68,92.2,38.4,25.7,2,1,0,1463
56.45,0.99,3.17,43.1,32.2,18.4,0,0,0,1464
64.99,-3.21,2.67,43.6,40.3,26.8,1,1,1,1465
41.21,2.05,5.06,44.5,43.9,10.8,2,0,0,1466
64.43,-0.45,7.78,85.3,43.1,13.3,1,0,0,1467
50.17,1.68,8.58,68.6,42.7,27.2,0,1,1,1468
61.77,3.37,8.45,65.3,32.8,15.3,2,0,0,1469
59.56,-3.3,3.6,40.1,29.0,31.4,0,0,0,1470
54.18,-4.81,6.87,83.6,31.6,11.5,0,1,0,1471
58.46,2.79,3.13,13.5,37.2,15.4,1,0,0,1472
61.96,1.1,0.61,88.4,42.1,35.0,1,1,1,1473
50.1,2.0,7.02,56.1,25.2,20.8,1,1,0,1474
48.18,3.38,0.1,45.8,43.0,27.6,2,0,0,1475
56.69,3.03,4.09,54.7,40.4,14.6,2,0,1,1476
60.2,4.61,3.29,70.1,44.5,25.2,1,0,0,1477
59.06,0.36,6.93,11.1,42.0,28.2,2,1,0,1478
59.95,-0.12,7.66,88.4,27.0,17.9,2,0,1,1479
50.89,-0.98,3.04,50.2,22.6,30.7,1,1,0,1480
60.45,-3.46,8.12,40.9,22.8,25.1,0,0,1,1481
43.01,0.73,2.94,22.4,27.3,19.7,2,0,0,1482
53.61,-2.23,4.46,49.6,35.4,23.9,2,1,1,1483
40.14,4.21,7.27,54.7,40.1,24.4,0,0,0,1484
48.11,0.83,6.93,46.3,42.5,14.1,0,0,0,1485
49.16,0.93,9.87,71.1,35.6,20.1,0,0,1,1486
49.9,-1.45,2.25,47.9,20.1,18.6,1,0,0,1487
57.39,-4.48,6.62,96.5,24.7,20.0,0,0,1,1488
49.71,-4.68,6.1,63.9,22.5,29.0,1,1,1,1489
51.22,-0.77,9.15,82.7,29.1,22.1,0,0,1,1490
45.94,-4.15,1.56,19.8,32.5,33.5,0,1,1,1491
49.33,1.07,7.52,45.8,21.1,17.3,1,0,0,1492
45.68,3.81,5.68,40.3,28.7,20.4,1,0,1,1493
41.83,3.83,2.75,61.3,24.5,29.7,0,1,0,1494
55.09,1.59,4.74,87.5,36.2,23.7,0,0,0,1495
56.71,-2.89,3.34,17.1,31.6,23.7,0,0,1,1496
55.49,3.63,5.79,16.5,32.4,11.3,2,1,1,1497
51.59,3.86,8.89,86.5,30.7,20.0,0,1,0,1498
49.49,-3.03,5.69,29.2,43.9,16.8,1,0,1,1499
61.58,2.37,6.32,70.2,25.4,35.0,2,1,0,1500
52.98,-2.13,5.19,58.9,32.9,17.7,1,1,1,1501
51.98,3.03,0.51,85.0,38.4,32.1,2,1,0,1502
40.64,4.97,2.33,21.3,33.9,26.9,2,1,0,1503
48.53,-4.7,4.92,21.7,43.2,18.5,1,0,1,1504
49.5,3.97,3.1,60.1,29.4,23.6,2,0,0,1505
49.97,1.23,1.82,95.2,31.6,31.0,1,1,0,1506
54.5,4.73,5.04,47.3,22.2,32.1,0,0,1,1507
53.34,-0.35,3.23,39.4,35.2,14.0,2,1,1,1508
55.2,3.47,2.58,64.6,27.2,18.5,1,0,1,1509
59.12,-4.38,4.64,93.7,24.0,18.4,2,0,1,1510
60.32,-1.65,1.33,85.3,33.6,11.1,1,1,1,1511
57.95,-4.33,9.28,99.6,33.3,25.0,0,1,0,1512
63.89,4.75,8.68,12.0,21.9,31.4,0,0,0,1513
40.46,3.17,7.08,20.2,37.5,19.5,2,0,1,1514
44.89,3.53,1.06,64.9,35.6,28.5,2,0,0,1515
40.19,4.38,7.76,83.9,24.7,25.7,1,1,0,1516
56.19,-4.15,8.08,35.7,31.7,19.4,1,0,0,1517
62.45,-1.14,7.68,31.5,38.0,13.5,2,1,0,1518
46.09,-4.29,1.14,80.8,33.2,27.7,1,1,0,1519
63.18,-2.89,6.44,15.1,29.9,31.4,1,1,1,1520
41.51,-2.71,8.34,43.2,28.1,27.1,1,0,1,1521
63.36,-0.31,5.77,55.5,35.3,10.4,2,1,0,1522
48.79,-2.31,6.46,60.4,43.5,15.4,0,0,0,1523
42.54,-3.99,4.58,75.6,36.8,11.7,0,1,1,1524
52.15,-3.33,5.29,41.9,21.9,24.3,1,0,1,1525
46.42,-3.53,0.34,65.1,31.5,28.9,2,0,1,1526
47.12,4.73,6.39,62.7,42.3,12.8,1,1,1,1527
47.68,2.59,0.81,59.3,22.4,31.0,0,1,0,1528
60.08,4.68,4.35,67.6,44.7,23.9,1,0,1,1529
53.48,-0.6,2.93,33.4,43.7,27.2,0,0,1,1530
47.78,-2.22,5.45,17.6,22.0,34.3,2,1,0,1531
55.26,2.98,1.33,20.7,43.3,12.1,1,1,1,1532
57.9,-1.74,6.92,30.2,29.1,32.5,2,0,1,1533
46.82,-2.01,7.95,55.0,41.1,13.2,1,0,1,1534
50.34,-2.67,1.63,85.6,30.5,19.8,1,1,1,1535
43.05,-3.7,1.04,73.1,31.0,31.3,1,0,1,1536
44.53,-2.44,1.46,81.0,35.9,32.7,1,1,0,1537
57.03,-1.45,8.77,41.6,39.4,22.7,1,1,0,1538
44.54,1.74,5.28,46.4,20.8,24.9,2,1,0,1539
53.13,-4.37,4.67,45.4,34.8,27.7,2,1,0,1540
57.73,-2.89,1.07,27.3,24.7,30.8,0,0,0,1541
42.67,3.09,6.5,15.5,28.6,13.0,1,1,1,1542
54.18,-3.53,8.68,63.2,28.7,30.3,0,1,1,1543
46.41,-1.57,8.28,99.0,31.7,22.0,2,0,1,1544
64.07,3.65,6.26,25.0,28.4,21.3,0,0,1,1545
52.09,-3.45,0.75,14.2,22.7,20.6,2,1,1,1546
60.15,-4.17,1.12,80.2,23.6,22.7,1,1,1,1547
53.76,-0.15,0.49,32.7,20.8,33.6,0,1,1,1548
41.09,-1.98,2.57,84.7,31.8,23.7,0,1,1,1549
55.83,0.63,1.36,73.4,43.9,33.8,0,1,1,1550
63.79,3.04,2.6,95.1,22.9,14.5,0,1,1,1551
55.04,-3.63,3.85,46.8,43.7,28.1,1,0,1,1552
60.48,0.81,9.43,69.6,38.3,30.3,2,0,1,1553
62.11,0.06,6.1,51.8,35.9,27.0,2,1,1,1554
45.7,-3.56,8.35,66.8,36.1,25.2,1,0,0,1555
45.3,1.24,7.1,50.5,40.7,24.1,2,0,1,1556
55.27,-2.26,1.13,27.0,22.7,31.5,0,1,0,1557
50.28,-0.12,7.36,55.7,32.6,30.5,1,0,1,1558
61.0,-4.18,2.75,57.6,37.4,13.1,2,0,1,1559
62.5,-0.4,6.39,83.0,34.7,31.2,1,1,1,1560
48.84,-1.94,3.41,76.2,40.8,20.4,1,1,0,1561
45.92,3.22,9.98,69.7,21.8,16.3,2,1,0,1562
59.51,-4.43,2.64,20.2,37.3,31.7,2,0,1,1563
46.87,-0.81,2.79,74.9,33.4,20.8,1,1,1,1564
60.57,-0.42,9.31,55.0,29.5,30.2,1,0,1,1565
50.59,2.25,0.25,90.5,28.5,16.6,2,1,1,1566
56.69,0.74,6.97,92.8,35.5,10.1,1,1,0,1567
42.39,1.67,7.25,15.0,42.3,22.4,2,1,0,1568
55.6,2.77,8.36,83.9,32.4,12.5,1,1,1,1569
51.29,3.62,9.74,13.4,40.6,28.9,1,0,0,1570
54.67,-1.86,9.76,43.0,30.1,16.9,1,0,0,1571
44.2,0.38,0.65,58.8,22.6,21.1,2,1,1,1572
58.42,3.4,8.22,23.3,21.5,12.2,0,0,1,1573
61.57,4.89,6.46,77.2,21.3,17.2,2,1,1,1574
45.42,3.9,6.47,10.8,29.5,29.5,1,1,0,1575
42.39,-1.29,1.28,25.2,28.4,13.8,0,0,1,1576
40.59,-3.05,6.5,62.3,37.9,26.2,0,0,0,1577
56.05,-0.11,9.82,74.3,38.6,32.9,1,1,1,1578
55.18,2.42,9.12,92.5,21.3,27.0,2,1,1,1579
53.67,-0.07,4.39,73.5,25.5,30.3,0,1,0,1580
45.8,-0.17,0.4,70.5,26.9,12.7,0,0,0,1581
49.77,3.38,3.62,45.5,33.7,16.3,2,1,0,1582
54.86,-1.39,8.26,10.1,23.6,32.4,2,1,0,1583
52.42,3.6,7.01,20.8,23.3,27.9,0,1,0,1584
64.69,-0.93,4.59,58.1,43.6,26.0,2,1,0,1585
43.41,-1.72,0.55,70.8,40.1,26.6,0,1,1,1586
57.38,-0.46,4.27,47.6,24.5,20.4,1,1,0,1587
50.11,2.62,4.69,75.8,30.2,11.1,2,0,0,1588
50.7,-3.74,9.29,57.0,28.9,29.6,0,1,1,1589
57.94,-3.04,6.41,16.7,39.8,27.0,2,1,0,1590
57.31,4.51,3.12,27.3,32.8,21.8,2,0,0,1591
64.78,-3.25,5.25,85.6,23.2,32.5,0,0,1,1592
43.21,0.68,0.66,75.2,38.5,18.4,1,1,1,1593
42.6,0.79,9.73,90.5,29.9,17.4,0,0,1,1594
58.11,-0.1,3.6,20.6,26.6,31.8,2,1,0,1595
54.46,1.45,4.78,99.1,29.4,29.9,0,0,1,1596
46.85,-2.7,3.55,28.8,32.4,22.9,2,0,0,1597
41.99,0.53,6.83,11.1,28.6,13.3,0,1,1,1598
42.14,-1.28,6.62,99.8,26.0,15.4,1,0,0,1599
62.35,1.62,7.15,35.3,30.0,26.4,1,1,1,1600
44.8,-3.59,2.68,70.1,20.5,19.6,1,0,1,1601
48.08,0.71,3.16,25.9,39.3,30.9,1,1,1,1602
45.67,-3.15,1.25,62.2,24.3,33.7,0,0,0,1603
48.87,-2.21,6.56,91.4,21.1,30.1,1,1,0,1604
41.74,-2.81,0.4,38.8,36.3,19.4,0,1,1,1605
52.98,-3.17,5.98,70.3,39.3,29.7,2,1,1,1606
41.69,3.26,8.7,26.9,40.3,18.8,2,1,1,1607
60.01,-2.14,8.91,66.2,32.3,14.2,2,0,1,1608
45.84,4.27,4.49,40.3,25.1,10.8,1,1,0,1609
53.5,4.7,4.59,29.0,38.4,19.6,1,0,1,1610
62.0,0.71,0.77,38.2,37.5,32.6,1,0,1,1611
56.27,-3.57,6.71,26.1,26.2,16.0,2,1,0,1612
53.32,-1.25,8.21,91.2,42.6,15.2,2,1,0,1613
48.11,2.98,2.45,45.7,22.6,34.2,2,0,1,1614
48.33,-1.33,4.21,32.1,44.6,10.6,2,0,1,1615
56.74,-4.13,8.39,50.4,41.5,29.6,0,0,0,1616
64.85,0.57,8.77,38.8,37.2,18.0,0,1,0,1617
56.55,3.45,2.43,77.0,43.5,10.9,1,1,1,1618
53.94,2.96,5.51,97.4,38.1,32.9,1,0,0,1619
58.27,-3.25,1.92,49.4,24.8,13.5,2,0,0,1620
51.63,1.73,1.02,87.5,31.1,23.8,0,0,1,1621
41.5,-2.79,9.11,60.9,21.8,16.9,0,1,1,1622
54.06,-2.82,8.21,24.2,29.7,11.6,1,0,0,1623
63.94,3.74,7.6,72.2,38.5,11.2,0,0,1,1624
44.38,-2.5,0.49,56.2,29.7,12.9,1,0,1,1625
57.25,-2.37,8.44,68.6,28.3,11.8,2,0,1,1626
45.02,-4.99,4.38,90.1,34.9,29.0,2,1,1,1627
53.4,3.71,3.42,49.6,41.8,22.1,1,0,1,1628
42.42,2.93,5.46,91.1,21.2,18.6,2,1,0,1629
51.26,1.27,0.91,77.6,29.6,20.5,2,1,0,1630
58.9,2.5,7.57,54.0,24.0,33.2,0,0,1,1631
48.69,-3.48,5.82,64.3,37.4,32.8,0,1,1,1632
56.62,-0.42,1.87,39.3,22.6,27.9,0,0,1,1633
59.89,-1.49,1.88,98.5,36.6,32.1,0,0,0,1634
63.18,-4.06,1.84,70.1,27.2,18.0,0,0,0,1635
45.87,-0.14,0.57,13.9,25.0,19.5,1,0,0,1636
49.98,4.21,5.88,39.4,43.4,25.3,1,0,0,1637
43.81,-4.6,8.4,66.1,20.5,25.6,0,1,1,1638
64.81,-2.09,0.17,15.1,30.9,22.0,2,1,1,1639
63.18,-2.92,0.49,12.1,20.5,20.0,2,0,0,1640
53.5,-2.62,5.73,50.5,32.1,34.7,1,1,0,1641
61.05,4.08,8.19,39.9,32.5,30.5,1,0,1,1642
53.02,-0.32,3.27,49.4,28.0,20.9,1,1,1,1643
55.59,-0.34,3.5,33.6,23.3,28.2,2,1,1,1644
42.23,2.61,5.96,24.8,29.4,16.7,1,0,1,1645
58.88,-3.46,2.74,72.0,36.8,12.5,2,1,1,1646
43.19,-0.13,0.27,56.3,39.6,18.8,1,1,0,1647
60.65,-0.7,7.35,28.0,33.3,20.1,2,1,1,1648
59.55,0.97,6.26,38.8,34.7,10.4,1,0,0,1649
57.72,5.0,5.81,63.3,25.0,30.4,1,1,0,1650
40.9,2.69,7.42,16.5,27.2,19.0,2,1,1,1651
47.58,-1.02,6.75,23.3,24.0,24.5,1,1,0,1652
46.58,3.28,2.06,16.6,26.2,11.8,0,1,0,1653
49.0,-3.29,3.52,83.1,25.6,14.4,2,1,1,1654
42.19,-4.7,1.26,77.7,33.0,32.2,1,1,0,1655
63.42,-2.96,1.3,77.8,34.1,25.2,2,1,1,1656
53.85,-1.6,6.76,74.5,43.6,33.8,1,1,1,1657
47.64,0.11,8.59,70.2,24.9,35.0,0,1,0,1658
49.92,1.15,9.63,52.9,36.0,19.3,1,0,1,1659
51.18,4.11,6.28,67.8,40.4,17.5,1,1,1,1660
55.01,0.1,1.84,13.5,34.0,31.5,0,1,0,1661
52.89,0.01,1.06,65.9,26.4,35.0,2,1,1,1662
62.98,-4.5,8.13,80.0,26.6,25.7,1,1,0,1663
52.42,-4.65,5.79,55.0,21.0,29.9,1,1,0,1664
64.8,0.51,6.18,42.2,27.6,29.5,0,0,1,1665
61.29,-0.62,7.81,35.0,38.6,18.9,2,0,0,1666
45.21,3.39,7.03,67.9,21.2,24.4,2,0,1,1667
63.26,-3.39,8.34,72.4,25.5,30.8,0,0,0,1668
42.91,-4.75,0.56,88.4,37.7,27.2,0,1,1,1669
60.44,-0.51,7.48,40.8,39.6,10.5,1,1,1,1670
49.52,-2.63,8.51,79.3,31.4,18.4,0,1,0,1671
61.95,-4.5,2.86,60.5,37.5,13.6,0,0,0,1672
61.7,2.25,6.4,89.5,29.7,15.8,0,0,1,1673
60.15,-3.88,3.14,57.5,24.0,32.6,2,0,1,1674
59.75,1.08,9.58,56.6,30.0,10.9,0,0,0,1675
47.62,-2.19,0.33,62.0,34.5,15.5,1,1,1,1676
42.02,-3.27,5.8,77.4,43.7,17.7,1,1,1,1677
50.07,-1.2,1.67,96.8,21.7,25.4,1,0,0,1678
44.34,3.01,7.12,16.6,32.7,23.4,0,1,0,1679
57.37,-1.08,1.76,14.8,28.2,15.5,2,0,1,1680
48.65,2.51,2.35,94.4,32.7,14.1,0,0,0,1681
64.39,-3.75,4.94,57.7,20.6,15.9,0,0,0,1682
56.02,2.73,9.15,65.3,27.8,22.6,1,0,1,1683
60.56,-2.63,2.12,53.4,40.5,16.8,0,1,0,1684
43.31,1.77,1.44,18.4,33.8,33.7,2,1,0,1685
61.55,0.66,7.59,79.1,31.3,21.6,1,0,1,1686
63.07,4.29,5.01,77.3,27.1,11.5,2,0,0,1687
52.18,-1.13,9.12,38.1,27.5,28.2,2,1,1,1688
55.16,-4.34,1.47,37.6,29.6,18.2,2,1,0,1689
